id,eta,wage,employment,epsilon_j,markdown
163560221,0.1,0.9515133594105697,4.5558214670613764e-5,19.94250373081647,1.0501441550919575
163560395,0.1,0.5929998249309675,0.00010574005380511745,18.52460005450632,1.0539822720629664
163560635,0.1,0.733936105457251,4.499576757591366e-6,19.99822426199323,1.0500044397392077
163560758,0.1,0.38077146427412256,0.00023735267396270295,19.86359501272452,1.050343354229655
163560993,0.1,0.2420131011039567,0.00017998307030368466,19.926516113868743,1.0501843871896908
163561136,0.1,0.20882690198915585,0.00012711304340247507,19.885032254399555,1.050289081114201
163561937,0.1,0.2508833813450926,0.00023510288558468986,19.765949110529558,1.0505920557828052
163562163,0.1,0.6794328145895796,0.0001349873027273145,19.831273537815456,1.0504254050095745
163562198,0.1,0.8609039312980071,6.7493651363870185e-6,19.996101267963688,1.0500097487304751
163562358,0.1,0.944389959980432,0.00035659145803673345,17.194681932428914,1.0581575166048298
163562569,0.1,0.6640309618276772,0.0008492951130065409,19.442621701869836,1.0514333928486521
16356285x,0.1,1.9443690862441543,0.0003768395534514523,19.86694623158336,1.0503348621546202
163563019,0.1,1.4974635918228536,1.5186071556841309e-5,19.98324399698047,1.050041925132431
163563166,0.1,0.21167089263178973,7.030588683796209e-5,19.98510537445518,1.0500372643157636
16356365x,0.1,0.7962089341551112,5.680715656474164e-5,19.9408147450563,1.0501484022987535
16356445x,0.1,0.8009592138208663,0.0004409585222331788,19.177487262161282,1.052144474733824
163565030,0.1,1.0949317725203755,0.00012598814921510395,19.687991747699996,1.0507923821187513
163565778,0.1,1.4505432836878576,0.005443362982176557,17.504391509387965,1.0571285211178967
163566711,0.1,0.5642515213810414,0.0002784113118693135,19.849194035963492,1.050379879313395
163566834,0.1,0.37161321795303853,1.1248941893973146e-6,19.99935360208033,1.0500016160470296
163567247,0.1,0.8830538051479379,6.636875717509744e-5,19.75446048861478,1.0506214786567487
163567343,0.1,1.9870912455048464,0.003144641706382184,18.103512188899092,1.0552379002243106
163567490,0.1,0.19821034872956028,0.0009359119655860605,19.814673001543206,1.050467650913145
163567685,0.1,0.4577599249221153,2.474767216661062e-5,19.937656379886263,1.050156346410345
16356787x,0.1,0.5424967658407954,0.00042858468615665187,19.314838572596067,1.051773665942971
163567984,0.1,1.898393177850523,0.00042914713325543084,19.611042840035257,1.0509916789309406
